id,authors,title,abstract
P1206,Griffin J Hurt: University of Pittsburgh; Talha Khan: University of Pittsburgh; Michael Ryan Kann: University of Pittsburgh School of Medicine; Edward Andrews: University of Pittsburgh Medical Center; Jacob Biehl: University of Pittsburgh,EndovasculAR: Utility of Mixed Reality to Segment Large Displays in Surgical Settings,"Mixed reality (MR) holds potential for transforming endovascular surgery by enhancing information delivery. This advancement could significantly alter surgical interfaces, leading to improved patient outcomes. Our research utilizes MR technology to transform physical monitor displays inside the operating room (OR) into holographic windows. We aim to reduce cognitive load on surgeons by counteracting the split attention effect and enabling ergonomic display layouts. Our research is tackling key design challenges, including hands-free interaction, and occlusion management in densely crowded ORs. We are conducting studies to understand user behavior changes when people consult information on holographic windows compared to conventional displays."
P1208,"Ai Nakada: Toyota Central R&D Labs., Inc.; Takayoshi Yoshimura: Toyota Central R&D Labs., Inc.; Hiroyuki Sakai: Toyota Central R&D Labs., Inc.; Satoshi Nakagawa: The University of Tokyo; Tomohiro Tanikawa: The University of Tokyo; Yasuo Kuniyoshi: The University of Tokyo",Exploring the Chameleon Effect in Metaverse Environments for Enabling Creative Communication,"In this study, we explore the `Chameleon Effect' within metaverse environments and its impact on creative communication. This experiment investigates how avatar mimicry in online interactions influences creativity. Participants were divided into Mimic and Original conditions, participating in brainstorming tasks, notably the creative tasks such as the Alternative Uses Task. The study assesses the quality of ideas generated—focusing on Fluency, Flexibility, Elaboration, and Originality—and participant impressions of their avatars. Our findings suggest significant implications for enhancing creativity in virtual settings, providing insights into the future of collaborative innovation in the metaverse."
P1209,Shu Wei: University of Oxford; Daniel Freeman: University of Oxford; Aitor Rovira: University of Oxford,Visual Attention and Virtual Human Facial Animations in Virtual Reality (VR): An Eye-Tracking Study,"We set out to understand the visual attention and perceptions of virtual humans in individuals vulnerable to paranoia in a VR eye-tracking study. In a factorial between-groups design, 122 individuals with elevated paranoia experienced a virtual lift ride with virtual humans that varied in facial animation (static or animated) and expression (neutral or positive). Facial animation (p=0.053) led to a significant reduction in co-presence. Positive expressions (p-adj=0.046) significantly decreased the visual attention to virtual humans when their faces were static. Our results indicate that virtual human programming could influence user perception and visual behaviours for people with mistrust."
P1210,Benjamin Rheault: University of Florida; Shivvrat Arya: The University of Texas at Dallas; Akshay Vyas: University of Texas at Dallas; Rohith Peddi: The University of Texas at Dallas; Brett Benda: University of Florida; Vibhav Gogate: University of Texas in Dallas; Nicholas Ruozzi: University of Texas in Dallas; Yu Xiang: University of Texas at Dallas ; Eric Ragan: University of Florida,Predictive Task Guidance with Artificial Intelligence in Augmented Reality,"We put forward an augmented reality (AR) system using artificial intelligence (AI) to guide users through real-world procedures. The system uses the cameras of the headset to recognize objects and their positions in real time. It constructs a model to predict: (i) the task being completed, (ii) the step of the task they are on, and (iii) whether they have made any errors. By updating this model in real-time as the user completes the task, the system automatically updates the instructions and cues provided to the user. This system represents a step towards ubiquitous task guidance via AR"
P1213,Francesco Musolino: Polytechnic University of Bari; Dario Gentile: Politecnico di Bari; fabio vangi: Polytechnic University of Bari; Michele Fiorentino: Polythecnic Institute of Bari,Design of experiment for evaluation of anomalous environments for product visualization in virtual reality,"Virtual reality metaverse is candidate to be the future platform for retail. Nevertheless, the knowledge in designing virtual environments and their influence on products is limited in literature. Common “brick and mortar” virtualization of shops as realistic digital twin is a reductive approach compared to more creative experiences. This work explores novel paradigms by evaluating “anomalous environments” deviated from the ordinary conception. Different anomalies are evaluated within 8 scenes promoting an existing line of futuristiclooking tracksuits. The experimentation on 42 subjects, shows that anomalous environments, especially when aligned with the product's storytelling, can increase products likeability, interest and perceived valorization."
P1215,Pauline W Cha: Davidson College; Tabitha C. Peck: Davidson College,Repeat Body-Ownership Illusions in Commodity Virtual Reality,"Virtual self-avatars have been shown to produce the Proteus effect, however limited work investigates the subjective sense of embodiment using commodity virtual reality systems. In this work, we present results from a pilot experiment where participants are given a self-avatar in a simple virtual experience while wearing a cardboard head-mounted display. Participants then repeat the experience five days later. Overall, subjective embodiment scores are similar to those reported in experience using higher-fidelity systems. However, the subjective sense of embodiment significantly lowered from trial one to trial two."
P1217,David Checa: Universidad de Burgos; Mario Alaguero Alaguero: Universidad de Burgos,Optimization of a Standalone VR Experience through User Perception: A Journey to the Hidden Spaces of the Burgos Cathedral,"This project offers a groundbreaking virtual reality (VR) experience that allows visitors to explore inaccessible areas of the Burgos Cathedral. Employing photogrammetry techniques, these spaces have been digitally recreated in high detail. The application, optimized for standalone VR devices, has undergone meticulous optimization. This was achieved by analyzing visitor attention patterns, enhancing resolution in frequently observed areas to ensure a rich and seamless experience. This initiative not only significantly improves the visitor experience but also serves as a model for the dissemination of cultural heritage through VR."
P1218,Cameron Boyd: Augusta University; Mia Thompson: Augusta University; Maddie Smith: Augusta University; Jason Orlosky: Augusta University,A Calibration Interface for 3D Gaze Depth Disambiguation in Virtual Environments,"In Augmented and Virtual Reality, accurate eye tracking is a requirement for many applications. Though state-of-the art algorithms have enabled sub-degree accuracy for line-of-sight tracking, one remaining problem is that depth tracking, i.e. calculation of the gaze intersection at various depths, is still inaccurate. In this paper, we propose a 3D calibration method that accounts for gaze depth in addition to line-of-sight. By taking advantage of 3D calibration points and modeling the relationship between gaze inaccuracy and depth, we show that we can improve depth calculations and better determine the 3D position of gaze intersections in virtual environments."
P1219,Lal 'Lila' Bozgeyikli: University of Arizona; Evren Bozgeyikli: University of Arizona; Ryu Kevin Funakoshiya: University of Arizona; Quan Le: University of Arizona; Kyle Walker: University of Arizona; L. Matthew Law: Phoenix VA Health Care System; Daniel R. Griffiths: Phoenix VA Health Care System; Arne Ekstrom: University of Arizona; Jonathan Lifshitz: Phoenix VA Health Care System,Insights from the Participatory Design of a Virtual Reality Spatial Navigation Application for Veterans with a History of TBI,We present a virtual reality (VR) application for potential application to cognitive rehabilitation of Veterans with a history of traumatic brain injury (TBI). Our application offers exploration of various virtual environments. We discuss the notable aspects of our design and implementation and insights from the participatory design process with lived-experience Veteran consultants.
P1220,Sun-Jeong Kim: Hallym University; Dong-Soo Shin: Hallym University; Ohk-Hyun Ryu: Chuncheon Sacred Heart Hospital; Shin-Jeong Kim: Hallym University; Yongsoon Park: Chuncheon Sacred Heart Hospital; Yong-Jun Choi: Hallym University,HMD VR Experience Motivates Exercise Intention in Patients with Type 2 Diabetes,"Patients are expected to manage their chronic conditions, but very few exercise regularly in addition to taking their medications. Therefore, we developed a 3-minute HMD VR program to educate patients about the importance of exercise. The control group (n=30) received usual care, while the experimental group (n=30) experienced virtual reality and assessed SSQ and exercise intention. No patients experienced VR sickness and the experimental group had a statistically significant higher intention to exercise for diabetes management. Older adults found the VR experience exciting and novel. For diabetic foot experience, color change is enough to motivate them."
P1221,Tanja Kojic: Technische Universität Berlin; Maurizio Vergari: Technische Universität Berlin; Marco Podratz: Technische University Berlin; Sebastian Möller: Technische Universität Berlin; Jan-Niklas Voigt-Antons: University of Applied Sciences Hamm-Lippstadt,The Influence of Extended Reality and Virtual Characters' Embodiment Levels on User Experience in Well-Being Activities,"Millions of people have seen their daily habits transform, reducing physical activity and leading to mental health issues. This study explores how virtual characters impact motivation for well-being. Three prototypes with cartoon, robotic, and human-like avatars were tested by 22 participants. Results show that animated virtual avatars, especially with extended reality, boost motivation, enhance comprehension of activities, and heighten presence. Multiple output modalities, like audio and text, with character animations, improve the user experience. Notably, the cartoon-like character evoked positive responses. This research highlights virtual characters' potential to engage individuals in daily well-being activities."
P1223,Shamima Yasmin: Eastern Washington University,Multimodal Exploration of Terrain with Immersive Interactions,"Virtual reality (VR) lets users explore objects in an immersive environment. Users freely interact with objects in a virtual environment (VE), where they can assign physical properties to objects, make them animate or inanimate, and have them respond according to the underlying characteristics. This research explores geological topology using VR. In addition, users studied a terrain model in a multimodal audio-visual VE. Two types of audio-enhanced modes were used: “Continuous” and “Sporadic.” Initial findings showed that users preferred multimodal exploration of terrain models compared to the traditional unimodal vision-only version."
P1224,Zahra Khaleghian: Arizona State University; Robert LiKamWa: Arizona State University,Career XRcade Framework: Student-driven Collaboration Processes to Develop Learning Environments for Immersive Career Exploration,"The Career XRcade (CXR) Framework is our platform to allow college students creating educational immersive learning experiences that prepare high school students to explore diverse career paths. These virtual journeys through various career paths offer students a medium to understand real-world job environments and demands. We have demonstrated the use of our framework through the creation of two virtual worlds each showcasing 5 career paths in Cybersecurity and Esports industries. Our proposed user studies on our case studies will gather data and insights from our stakeholders, aiming to measure the effectiveness of such a framework in academic settings."
P1225,Haruki Hattori: The University of Tokyo; Yutaka Ohtake: The University of Tokyo; Tatsuya Yatagawa: Hitotsubashi University,Primitive-based Model Reduction for Huge 3D Meshes of Industrial Plants,"This study addresses the model reduction for huge 3D meshes of industrial plants, which typically consist of millions of triangles, where a plant mesh is converted into a set of primitive shapes, including spheres, cuboids, cylinders, cones, torus, and more complicated extruded and quadratic surfaces. To achieve this, we partition the input mesh using geometric features, and each part is converted to a primitive to minimize the surface deviation. Storing each primitive into a leaf node of the bounding volume hierarchy (BVH), our system achieves more than 90% of model reduction and interactive rendering performance for several plant models."
P1227,Ruoxi Sun: CSIRO's Data61; Hanwen Wang: The University of Adelaide; Minhui Xue Dr: CSIRO's Data61; Hsiang-Ting Chen: University of Adelaide,PPVR: A Privacy-preserving Approach for User Behaviors in VR,"The increasing popularity of immersive environments creates a pressing challenge of reconciling service providers' desire to collect user behavior data with users' privacy concerns. In this study, we investigate the use of differential privacy (DP) algorithms in VR applications to enable statistical analysis of 3D spatial motion data while protecting against re-identification attacks. We assessed the efficacy of DP on both the original 3D spatial data and its cumulative heat map representation. This study underscores the utility of the DP algorithm in the context of 3D body motion data and highlights its potential for widespread adoption in diverse VR applications."
P1228,"Fang Wang: University of Missouri; Scottie D Murrell Mr: University of Missouri; Albert Zhou: University of Missouri; Kanishka Peryala: University of Missouri, Columbia",Developing a VR Meditation Program for College Students to Use on Campus with a Message Chair,"College students often experience high level of stress due to academic commitment and associated factors. To explore the potential benefits of VR in stress management for students while they are on campus, we developed a VR meditation application to use with a message chair. The application utilizes hand tracking technology and is designed to be used comfortably in conjunction with a massage chair to provide a convenient and accessible way to help manage stress for students while on campus. We plan to further develop the application and conduct further studies on the effects of this approach on students' mental health."
P1230,Haochen Wei: Johns Hopkins University; Justin Bolsey: Johns Hopkins Hospital; Edward Kuwera: Johns Hopkins Hospital; Peter Kazanzides: Johns Hopkins University; Kemar E Green: Johns Hopkins University School of Medicine,TeleAutoHINTS: A Virtual or Augmented Reality (VR/AR) System for Automated Tele-Neurologic Evaluation of Acute Vertigo,"Annually, millions of patients in the United States visit the emergency room (ER) due to symptoms of vertigo or dizziness. Rapidly distinguishing between benign causes and more severe conditions requires performing and interpreting a three-step bedside head and eye movement assessment known as HINTS (head impulse, nystagmus, and test of skew). A shortage of experts trained in conducting and interpreting this test exists. Consequently, we developed TeleAutoHINTS, comprising (1) a Hololens2-based head and eye tracking platform for automated tele-sensing and (2) an interconnected interface for visualization and analysis. We tested and evaluated TeleAutoHINTS on three subjects."
P1286,Markus Tatzgern: Salzburg University of Applied Sciences; David Fasching: Salzburg University of Applied Sciences; Vivian Gómez: Universidad de los Andes; Sebastian Calvache: Universidad de los Andes; Pablo Figueroa: Universidad de los Andes,Hitting a Brick Wall: Passive Haptic Feedback for Control Elements in Virtual Reality ,"The experience and performance of Virtual Reality (VR) simulations and training applications can be improved by utilizing haptic feedback when interacting with typical control elements of machines such as buttons and slider. To experience haptic feedback with a consumer-grade head-mounted display (HMD), in-built hand tracking solutions can be used. However, these solutions may suffer from tracking issues leading to imprecise interactions. Hence, we designed a controller-based hand input method that allows users to perceive haptic feedback with typical handheld controllers when interacting with virtual control elements while at the same time benefitting from precise controller-based tracking."
P1356,Ahmed Rageeb Ahsan: University of Florida ; Andrew W. Tompkins: University of Florida; Eric Ragan: University of Florida; Jaime Ruiz: University of Florida; Ryan P. McMahan: University of Central Florida,Precueing Compound Tasks in Virtual and Augmented Reality,"This paper addresses the challenge of determining the quantity and composition of visual task cues for effective precueing.AR and VR can seamlessly overlay additional visual information to help people improve work efficiently and reduce errors, but the effectiveness of such task assistance depends on the amount of information given. Prior research has found benefits of supplemental visual cues for giving future hints for upcoming steps, though many experiments have predominantly focused on simplified tasks. We present an experiment assessing different visual cues in VR to test a user's ability to harness distinct precueing information."
P1330,Muskan Sarvesh: University of Calgary; Mehdi Marzban: University of Calgary; minseok ryan kang: University of Calgary; Simon S. Park: University of Calgary; Ron Hugo: University of Calgary; Kangsoo Kim: University of Calgary,A Scoping Review on Immersive Technologies in the Oil and Gas Industry,"This paper explores the role of immersive technologies, such as Augmented Reality, Virtual Reality, Mixed Reality, Digital Twins, and Building Information Modeling in the oil and gas industry. Through a comprehensive scoping review, we address key research questions related to the types of immersive technologies used in the context of the oil and gas pipeline industry, and the application scenarios like training, testing, maintenance, and monitoring. It highlights the potential of immersive technologies, identifies research gaps, and suggests future directions."
P1259,Dan Bohus: Microsoft Research; Sean Andrist: Microsoft Research; Nick C. W. Saw: Microsoft Research; Ann Paradiso: Microsoft Research; Ishani Chakraborty: Microsoft; Mahdi Rad: Microsoft,SIGMA: An Open-Source Interactive System for Mixed-Reality Task Assistance Research - Extended Abstract,"We introduce an open-source system called SIGMA (short for ""Situated Interactive Guidance, Monitoring, and Assistance"") as a platform for conducting research on task-assistive agents in mixed-reality scenarios. The system leverages the sensing and rendering affordances of a head-mounted mixed reality device in conjunction with large language and vision models to guide users step by step through procedural tasks. By open-sourcing the system, we aim to lower the barrier to entry, accelerate research in this space, and chart a path towards community-driven end-to-end evaluation of large language, vision, and multimodal models in the context of real-world interactive applications."
P1324,Ke Li: Deutsches Elektronen-Synchrotron (DESY); Susanne Schmidt: Universität Hamburg; Tim Rolff: Universität Hamburg; Reinhard Bacher: Deutsches Elektronen Synchrotron DESY; Wim Leemans: Deutsches Elektronen Synchrotron; Frank Steinicke: Universität Hamburg,[EXTENDED] Interactive Data Fusion of Neural Radiance Fields for Facility Inspection in Virtual Reality,"Real-world industrial facilities often present complex equipment that requires extensive inspection and maintenance for their operations. We present a virtual reality framework that supports virtual facility inspection and maintenance tasks by using neural radiance field models to replicate, store, and visualize the appearance of complex industrial facilities. To overcome the performance bottleneck of VR NeRF rendering, we present two interactive data fusion techniques that can merge a NeRF model with its' corresponding CAD model through contextualized visualizations. Technical benchmarking results and preliminary expert feedback are presented for the initial evaluation of our framework."
P1300,Maryam Alimardani: Tilburg University; Guido Morera: Tilburg University; Alexandra Hering: Tilburg University,Virtual Day: a VR Game for the Evaluation of Prospective Memory in Older Adults,"Prospective memory (PM), the ability to remember to perform tasks in the future, is vital for maintaining functional independence in older adults. This paper introduces “Virtual Day”, a novel Virtual Reality (VR) game designed to assess PM in an immersive and realistic environment. We report a feasibility study where Virtual Day was compared to its clinical counterpart, a digital board game. Results indicate a preference for Virtual Day, noting it as more engaging and enjoyable, despite being more challenging. Follow-up development will build on these findings to use VR as a potential tool for cognitive interventions to promote healthy aging."
P1281,Stella Doukianou: University of the Arts; Vali Lalioti: University of the Arts London,"Framework for Social XR: Navigating Challenges, Ethics, and Opportunities for Authentic Community Engagement","Virtual Reality (VR), Augmented Reality (AR), and Mixed Reality (MR) redefine community engagement, posing challenges in user experience, privacy, security, inclusivity, and authentic interactions. This work proposes strategies for authentic community interactions in virtual realms, presenting a framework for ethical engagement through AR/VR/MR. Assessing industry trends, we categorize XR potential and challenges into Users, Technology, and XR experiences, emphasizing research gaps and opportunities for addressing social goals. We review and propose strategies to navigate the ethical considerations, inclusive design practices, and user satisfaction metrics to foster genuine connections across boundaries."
P1093,Kota Suzuki: Kogakuin University; Keita Ushida: Kogakuin University; Qiu Chen: Kogakuin University,Development of a Touchable VR Planetarium for Both Sighted and Visually Impaired People,"The authors proposed and developed a “touchable” VR planetarium. The user wears a VR headset and “touches” the stars with the controllers. Because we can't touch the stars in reality, this application provides the users with additional value and experience of the planetarium. As this feature is valuable for visually impaired people to experience the starry sky, the authors also implemented the functions that help it. In the trial use by visually impaired people, they experienced the starry sky with the support functions and evaluated the VR planetarium as a valuable application."
P1107,Sara LoTemplio: Colorado State University; Sharde Johnson: Colorado State University; Michaela Rice: Colorado State University; Rachel Masters: Colorado State University; Sara-Ashley Collins: Colorado State University; Joshua Hofecker: Colorado State University; Jordan Rivera: Colorado State University; Dylan Schreiber: Colorado State University; Victoria Interrante: University of Minnesota; Francisco Raul Ortega: Colorado State University; Deana Davalos: Colorado State University,Aging Naturally: Virtual reality nature vs real-world nature's effects on executive functioning and stress recovery in older adults,"Development of Alzheimer's Dementia & other related dementias (ADRD) is characterized by decline in executive functioning (EF), and onset risk of ADRD is increased by stress. Previous work has shown that spending time in nature or virtual reality nature can improve EF and improve stress recovery in younger adults. Yet, little work has examined whether these benefits can extend to older adults. We examine how spending time in either nature or an equivalently designed virtual reality natural environment can affect EF and stress in older adults compared to a lab control condition."
P1340,Zhihua Chen: East China University of Science & Technology; Yuhang Li: East China University of Science & Technology; Lei Dai: East China University of Science & Technology; Ping Li: The Hong Kong Polytechnic University; Lei Zhu: The Hong Kong University of Science and Technology (Guangzhou); Bin Sheng: Shanghai Jiao Tong University,Multiple Level of Details Neural Implicit Surface Representation for Unconstrained Viewpoint Rendering,"To mitigate artifacts and performance degradation in neural implicit representation visualization for unconstrained viewpoint rendering, we propose a feature voxel grid-based neural representation architecture. This approach flexibly encodes the implicit surface with multiple levels of detail, facilitating high-quality rendering with dynamic switching between detail levels. Additionally, we implement a range-limited strategy to concentrate on sampling valid areas while excluding undefined areas. Our results in unconstrained viewpoint scenarios demonstrate the effectiveness of our method. This work extends the capabilities of neural implicit representations, broadening their potential applications beyond previously defined limitations."
P1357,Jason Wolfgang Woodworth: University of Louisiana at Lafayette; Christoph W Borst: University of Louisiana at Lafayette,Study of Cross-Reality Interfaces with Avatar Redirection to Improve Desktop Presentations To Headset-Immersed Audiences,"We study cross-reality desktop interfaces that allow a desktop user, with a 3D avatar, to present lecture-style content to a headset-immersed audience. Recent work on VR meeting spaces for presentations suggests that some presenters prefer to use desktop interfaces for comfort or other factors. We designed and compared interfaces to understand design tradeoffs. A key result is that the SDesk interface, offering an audience perspective and eye-tracked gaze gestures, is preferred over a standard VR-simulating desktop interface."
